"Núm. fotog.","Núm. ekta.","Nombre d'exemplars","Any","Autor i data de la fitxa","Bibliografia","Descripció de l'objecte","Estat de conservació","Exposicions","Lloc de procedència","Localització","updated loc.","Mides","obra gràfica =","obra original =","préstec a :","Reproduccions","Restauracions","técnica","Tècnica","Títol","Valoració Econòmica en €","vegap:","Causa de baixa i data","Objectes en relació indicacant n. registre","Edició","Editor","Exemplar","Mides planxa","Marca paper","Impressor","Tiratge","Núm. planxes","Filigrana","trad. castellano","trad. english","trad. français","trad.castellano técnica:","trad.english technique:","trad.français technique:"
,,2,1976,,,"Carpeta amb un poema de Joan Brossa i 2 L. d'Antoni Tàpies (coberta inclosa). La carpeta de cartró està litografiada per Antoni Tàpies. Mides de la carpeta: 67 x 55 cm.",,,,"OG","III04","61 x 41 cm.","sí",,,,,"Litografía en varias tintas","Litografia en diverses tintes","Oda a LLuís María Xirinacs",,,,,"75 exs. n. 1-75, 25 exs. H.C. s.n. sobre paper d'estrassa. Tots els exs. estan f. per l'artista.","Comissió Lluís Maria Xirinacs, Barcelona",,,,"Tallers d'Edicions Polígrafa, Barcelona",,,,,,,,,
,,2,1976,,,"Carpeta amb un poema de Joan Brossa i 1 litografia d'Antoni Tàpies. El poema està signat per l'autor i les cobertes de la carpeta estan litografiades per l'artista.",,,,"OG","III04","61 x 41 cm.","sí",,,,,"Litografía en varias tintas","Litografia en diverses tintes","Oda a LLuís María Xirinacs",,,,,"75 exs. n. 1-75 i s., 25 exs. H.C. s. ","Comissió Lluís Maria Xirinacs, Barcelona",,,"Paper d' estrassa","Tallers d'Edicions Polígrafa, Barcelona",,,,,,,,,
,,2,1974,,,,,,,"OG","B06","90 x 63 cm","sí",,,,,"Litografía en varias tintas","Litografia en diverses tintes","Oeuvre gravée",,,,,"100 exs. n. i s. Acompanya els exemplars preferents del llibre ""Tàpies - oeuvre gravée 1947 - 1972"". D'aquesta L. també es van imprimir 6 exs. sobre làmines de material plàstic transparent.","Erker-Presse, St. Gallen",,,"Rives","Erker-Presse,  St. Gallen",,,"Rives",,,,,,
,,2,1974,,,,,,,"OG","B06","90 x 63 cm","sí",,,,,"Litografía en varias tintas","Litografia en diverses tintes","Oeuvre gravée",,,,,"100 exs. n. i s. Acompanya els exemplars preferents del llibre ""Tàpies - oeuvre gravée 1947 - 1972"". D'aquesta L. també es van imprimir 6 exs. sobre làmines de material plàstic transparent.","Erker-Presse, St. Gallen",,,"Rives","Erker-Presse,  St. Gallen",,,"Rives",,,,,,
,,1,1993,,,,,,,"OG","D07","100 x 70 cm","sí",,,,,"Litografía en varias tintas (beige, marrón, negro y rojo)","Litografia en diverses tintes (beix, marró, negre i vermell)","Oiseau (Hommage à Santomaso)",,,,,"100 exs. n. 1/100 - 100/100 i f. (per ARAS), 35 exs. n. I/XXXV - XXXV/XXXV i s. (per ARAS), 15 exs. H.C. s. (per ARAS), 10 exs. P.A. s. (per Tàpies), 14 exs. A.O. s (per Erker)","Galerie Verlag Aras, Saulgau",,"100 x 70 cm.","Rives","Stoob Steindwck, St. Gallen per a Erker- Presse",,,"Erker Presse St Gallen (",,,,,,
,,,1981,,,,,,,"OG","C04","50 x 65 cm.","sí",,,,,"A. en dos tintas (dos marrones)","A. en dues tintes (dos marrons)","Om",,,,,"50 exs. n. 1/50-50/50 i s., més 15 exs. H.C. n. 1/15-15/15 i s.","Galerie Lelong, París",,,"Arches","J. Barbarà, Barcelona",,,"Arches",,,,,,
"T-2902",,,1980,,,,,,,"RP","21B","142,5 x 108 cm",,"sí",,,,,"Pintura acrílica, tinta i llapis sobre paper kraft","Ombra i parèntesis","108182,178789081",,,,,,,,,,,,,"Sombra y paréntesis","Shadow and Brackets","Ombre et parenthèses","Pintura acrílica, tinta y lápiz sobre papel Kraft","Acrylic paint, ink and pencil on Kraft paper","Acrylique, encre et crayon sur papier kraft"
"T-3240",,,1981,,,,,,,"RP","22A","140 x 110 cm",,"sí",,,,,"Pintura i llapis sobre paper d'embalar","Ombres i grafismes","96161,9367014052",,,,,,,,,,,,,"Sombras y grafismos","Shadows and Graphic Signs","Ombres et graphismes ","Pintura y lápiz sobre papel de embalar ","Paint and pencil on wrapping paper","Peinture et crayon sur papier d'emballage"
,,,1995,,,,,,,"OG","E15","50 x 65 cm. ","sí",,,,,"Xilografía en una tinta (negro)","Xilografia en una tinta (negre)","Oral",,,,,"20 exs. n. 1/20-20/20 i s., 3 exs. P.A. n. 1/3-3/3 i s.,  2 exs. H.C. n. 1/2-2/2 i s.,  més alguns exs. nominals.","Galeria Toni Tàpies, Barcelon",,,"Arches velin","Joan Roma i Takeshi Motomiya, Barcelona",,,"Arches",,,,,,
,,,1995,,,,,,,"OG","E15","50 x 65 cm.","sí",,,,,"Xilografía en una tinta (negro)","Xilografia en una tinta (negre)","Oral",,,,,"20 exs. n. 1/20-20/20 i s., 3 exs. P.A. n. 1/3-3/3 i s.,  2 exs. H.C. n. 1/2-2/2 i s.,  més alguns exs. nominals.","Galeria Toni Tàpies, Barcelona",,,"Arches velin","Joan Roma i Takeshi Motomiya, Barcelona",,,"Arches",,,,,,
,,,1967,,,,,,,"OG","B01","45 x 90 cm.","sí",,,,,"Litografía en naranja, dos grises, negro, bistre y marrón","Litografia en taronja, dos grisos, negre, bistre i marró","Orange et gris",,,,,"75 exs. n. i s.","Maeght, París",,,"Rives","Arte, A. Maeght, París",,,,,,,,,
,,,1972,,,,,,,"OG","E03","60 x 77 cm","sí",,,,,"Aguafuerte y grabado al carborúndum en rosa y gris, más otro rosa coloreado a mano sobre el papel","Aiguafort i gravat al carborúndum en rosa i gris, més un altre rosa acolorit a mà sobre el paper","Orella",,,,,"75 exs. n. i s.","La Polígrafa, Barcelona ",,,"Guarro especial","La Polígrafa, Barcelona",,,,,,,,,
,,,1995,,,,,,,"OG","VI01","40,5 x 31,5 cm.","sí",,,,,"Barníz blando, rodillo y relieve en varias tintas (negro y blanco)","Vernís tou, rodet i relleu en diverses tintes (negre i blanc)","Orella",,,,,"50 exs. n. 1/50-50/50 i s., 3 exs. P.A. n. 1/3-3/3 i s., 2 exs. H.C. n. 1/2-2/2 i s. ,més alguns exs. pels col·laboradors.","Galeria Toni Tàpies, Barcelona",,,"Richard de Bas vélin","Takeshi Motomiya i Joan Roma, Barcelona",,,"Richard de Bas",,,,,,
,,,1995,,,,,,,"OG","D09","40,5 x 31,5 cm.","sí",,,,,"Barníz blando, rodillo y relieve en varias tintas (negro y blanco)","Vernís tou, rodet i relleu en diverses tintes (negre i blanc)","Orella",,,,,"50 exs. n. 1/50-50/50 i s., 3 exs. P.A. n. 1/3-3/3 i s., 2 exs. H.C. n. 1/2-2/2 i s. ,més alguns exs. pels col·laboradors.","Galeria Toni Tàpies, Barcelona",,,"Richard de Bas ","Takeshi Motomiya i Joan Roma, Barcelona",,,"Richard de Bas",,,,,,
"T-2514",,,1950,,"BORJA-VILLEL, M.J.  Fundació Antoni Tàpies.  Barcelona: Fundació
Antoni Tàpies, 1990   p. 27: làm  (b/n) 
BROSSA, J.  Ú no és ningú   (b/n)",,,,,"OG","II081","50 x 28 cm",,"sí",,,,,"Tinta xinesa sobre paper","Origen. Sèrie Història Natural","60101,2104383782",,,,,,,,,,,,,"Origen. Serie Historia Natural ","Origin. Natural History Series","Origine. Série Histoire naturelle","Tinta china sobre papel","India ink on paper","Encre de Chine sur papier"
"T-6392",,,1991,,,,,,,"RP","29B","286 x 155,5 cm",,"sí",,,,,"Pintura sobre tèxtil sintètic","Ossos",,,,,,,,,,,,,,"Huesos","Bones","Des os ","Pintura y textil sintético","Paint and synthetic fabric","Peinture et textile synthétique"
,,2,1990,,,,,,,"RP","enrotllat","194,5 x 196 cm","sí",,,,,"Aguafuerte, aguatinta y serigrafía en diverses tintes (negro, gris claro, blanco y barníz)","Aiguafort, aiguatinta i serigrafia en diverses tintes (negre, gris clar, blanc i vernís)","Ossos i vernís",,,,,"30 exs. n. 1/30-30/30 i f., 3 exs. P.A. n. 1/3-3/3 i f., 2 exs. H.C. n. 1/2-2/2 i f., més alguns exs. per als col·laboradors.","Galeria Toni Tàpies, Barcelona",,,"Molí Sardà, Banyoles. Pape groc de Nàpols","Takeshi Motomiya i Joan Roma, Barcelona",,,,,,,,,
,,2,1994,,,,,,,"OG","D08","33 x 50 cm","sí",,,,,"Carborúndum, aguatinta y relieve en varias tintas (beige, negro, negro-verdoso y burdeos)","Carborúndum, aiguatinta i relleu en diverses tintes (beix, negre, negre-verdós i burdeus)
","Oval",,,,,"45 exs. n. 1/45 - 45/45 i s., 3 exs. P.A., 2 exs. H.C., més alguns exs. per als col·laboradors.","Galeria Toni Tàpies, Barcelona",,,"Arches Vélin","Takeshi Motomiya i Joan Roma, Barcelona",,,,,,,,,
,,2,1994,,,,,,,"OG","D08","33 x 50 cm","sí",,,,,"Carborúndum, aguatinta y relieve en beige, negro, negro-verdoso y burdeos.","Carborúndum, aiguatinta i relleu en beix, negre, negre-verdós i burdeus
","Oval",,,,,"45 exs. n. 1/45 - 45/45 i s., 3 exs. P.A., 2 exs. H.C., més alguns exs. per als col·laboradors.","Galeria Toni Tàpies, Barcelona",,,"Arches vitel·la","Takeshi Motomiya i Joan Roma, Barcelona",,,,,,,,,
,,2,1987,,,,,,,"OG","C10","74 x 104,5 cm","sí",,,,,"Litografía en varias tintas (beige, negro y 3 grises)","Litografia en diverses tintes (beix, negre i 3 grisos)","Oval gris",,,,,"100 exs. n. 1/100-100/100 i f., 50 exs. n. I/L-L/L i s., 10 exs P.A. n. A/K-K/K i s.","Erker-Presse, St. Gallen",,,"Rives","Erker-Presse, St. Gallen",,,,,,,,,
,,2,1987,,,,,,,"OG","C10","74 x 104,5 cm","sí",,,,,"Litografía en varias tintas (beige, negro y 3 grises)","Litografia en diverses tintes (beix, negre i 3 grisos)","Oval gris",,,,,"100 exs. n. 1/100-100/100 i f., 50 exs. n. I/L-L/L i s., 10 exs P.A. n. A/K-K/K i s.","Erker-Presse, St. Gallen",,,"Rives","Erker-Presse, St. Gallen",,,,,,,,,
,,2,1994,,,,,,,"OG","E20","33 x 50 cm","sí",,,,,"Aguafuerte en varias tintas (negro, gris y blanco)","Aiguafort en diverses tintes (negre, gris i blanc)","Oval negre",,,,,"45 exs. n. 1/45-45/45 i s., 3 exs. P.A. n. 1/3-3/3 i s., 2 exs. H.C. n. 1/2-2/2 i s., més alguns exs. nominals.","Galeria Toni Tàpies, Barcelona",,,"Arches vitel·la","Joan Roma i Takeshi Motomiya, Barcelona",,,,,,,,,
,,2,1994,,,,,,,"OG","E20","33 x 50 cm","sí",,,,,"Aguafuerte en varias tintas (negro, gris y blanco)","Aiguafort en diverses tintes (negre, gris i blanc)","Oval negre",,,,,"45 exs. n. 1/45-45/45 i s., 3 exs. P.A. n. 1/3-3/3 i s., 2 exs. H.C. n. 1/2-2/2 i s., més alguns exs. nominals.","Galeria Toni Tàpies, Barcelona",,,"Arches vitel·la","Joan Roma i Takeshi Motomiya, Barcelona",,,,,,,,,
,,2,1979,,"Tàpies und die bücher = Els llibres de Tàpies, Departament de Cultura, Generalitat de Catalunya,  Schirn Kunsthalle Frankfurt, Barcelona, 1991.","Pertany a la sèrie de litografies realitzades per al llibre ""U no é ningu"", amb poemes i proses de Joan Brossa i reproduccions de dibuixos d'Antoni Tàpies, acompanyat d'una suite de 5 A. i 2 L. sobre paper Guarro. A les cobertes s'hi reprodueix un dels gravats de la suite (U no és ningú) i a les guardes s'hi reprodueixen 2 L. de la suite. Mides del llibre: 34,5 x 25 cm.  Tots els exs. del llibre estan signats per l'artista i el poeta a la justificació del tiratge.",,,,"OG","C02","56 x 73 cm","sí",,,,,"Aguafuerte, aguatinta y carborúndum en varias tintas con relieve","Aiguafort, aiguatinta i carborúndum en diverses tintes amb relleu","Oval. U no és ningú",,,,,"82 exs. n. I/LXXXII-LXXXII/LXXXII i s. 10 exs. H.C. s., més 10 exs. P.A. s.

","La Poligrafa, Barcelona",,,"Guarro","La Poligrafa, Barcelona",,,"Guarro",,,,,,
,,2,1979,,"Tàpies und die bücher = Els llibres de Tàpies, Departament de Cultura, Generalitat de Catalunya,  Schirn Kunsthalle Frankfurt, Barcelona, 1991.","Pertany a la sèrie de litografies realitzades per al llibre ""U no é ningu"", amb poemes i proses de Joan Brossa i reproduccions de dibuixos d'Antoni Tàpies, acompanyat d'una suite de 5 A. i 2 L. sobre paper Guarro. A les cobertes s'hi reprodueix un dels gravats de la suite (""U no és ningú"") i a les guardes s'hi reprodueixen 2 L. de la suite. Mides del llibre: 34,5 x 25 cm.  Tots els exs. del llibre estan signats per l'artista i el poeta a la justificació del tiratge.",,,,"OG","C02","56 x 73 cm","sí",,,,,"Aguafuerte, aguatinta y carborúndum en varias tintas con relieve","Aiguafort, aiguatinta i carborúndum en diverses tintes amb relleu","Oval. U no és ningú",,,,,"82 exs. n. I/LXXXII - LXXXII/LXXXII i f. 10 exs. H.C. f., més 10 exs. P.A. f.
","La Poligrafa, Barcelona",,,"Guarro","La Poligrafa, Barcelona",,,"Guarro",,,,,,
,,2,1968,,,,,,,"OG","E01","69 x 120 cm.","sí",,,,,"L. en negro, gris y blanco","L. en negre, gris i blanc","Ovale",,,,,"75 exs. n. i s.","Maeght, París",,,"Chiffon de Mandeure","Arte, A. Maeght, París",,,,,,,,,
,,2,1968,,,,,,,"OG","E01","69 x 120 cm.","sí",,,,,"L. en negro, gris y blanco","L. en negre, gris i blanc","Ovale",,,,,"75 exs. n. i s.","Maeght, París",,,"Chiffon de Mandeure","Arte, A. Maeght, París",,,,,,,,,
,,2,1984,,,,,,,"OG","C07","110 x 77,5 cm","sí",,,,,"Litografía en varias tintas","Litografia en diverses tintes","Ovale rouge et noir",,,,,"75 exs. n. 1/75-75/75 i s., més alguns exs. H.C. s.","Galerie Lelong, París",,,"Arches","Atelier Lelong, París",,,,,,,,,
,,2,1984,,,,,,,"OG","C07","110 x 77,5 cm","sí",,,,,"Litografía en varias tintas","Litografia en diverses tintes","Ovale rouge et noir",,,,,"75 exs. n. 1/75-75/75 i s., més alguns exs. H.C. s.","Galerie Lelong, París",,,"Arches","Atelier Lelong, París",,,,,,,,,
"T-3815",,,1980,,,,,,,"OG","II012","34,5 x 27,5 cm",,"sí",,,,,"Pintura i llapis sobre paper de diari","Pàgina d'economia","30050,6052191891",,,,,,,,,,,,,"Página de economia","Economy Page","Page de l'économie","Pintura y lápiz sobre papel de diario","Paint and pencil on newsprint","Peinture et crayon sur papier journal"
"T-5059",,,1972,,,,,,,"OG","II086","49,5 x 33 cm",,"sí",,,,,"Pintura i llapis sobre paper de diari","Pàgina de diari I","51086,0288726215",,,,,,,,,,,,,"Página de periódico I ","Newspaper Page I","Feuille de journal I","Pintura y lápiz sobre papel de periódico","Paint and pencil on newsprint","Peinture et crayon sur papier journal"
"T-5064",,,1972,,,,,,,"OG","I041","49,5 x 33 cm",,"sí",,,,,"Pintura i llapis sobre paper de diari","Pàgina de diari II","51086,0288726215",,,,,,,,,,,,,"Página de periódico II","Newspaper Page II","Feuille de journal II ","Pintura y lápiz sobre papel de periódico","Paint and pencil on newsprint","Peinture et crayon sur papier journal"
"T-6382",,,1991,,,,,,,"RP","12B","88,5 x 151 cm",,"sí",,,,,"Pintura sobre tèxtil sintètic","Paisatge",,,,,,,,,,,,,,"Paisaje","Landscape","Paysage","Pintura sobre textil sintético","Paint on synthetic fabric","Peinture sur textile synthétique"
,,2,1979,,"Tàpies und die bücher = Els llibres de Tàpies, Departament de Cultura, Generalitat de Catalunya,  Schirn Kunsthalle Frankfurt, Barcelona, 1991.","Pertany a la sèrie de litografies realitzades per al llibre ""U no é ningu"", amb poemes i proses de Joan Brossa i reproduccions de dibuixos d'Antoni Tàpies, acompanyat d'una suite de 5 A. i 2 L. sobre paper Guarro. A les cobertes s'hi reprodueix un dels gravats de la suite (U no és ningú) i a les guardes s'hi reprodueixen 2 L. de la suite. Mides del llibre: 34,5 x 25 cm.  Tots els exs. del llibre estan signats per l'artista i el poeta a la justificació del tiratge.",,,,"OG","C02","56 x 73 cm","sí",,,,,"Litografía en varias tintas","Litografia en diverses tintes","Paisatge. U no és ningú",,,,,"82 exs. n. I/LXXXII-LXXXII/LXXXII i s. 75 exs. n. 1/75-75/75 i s. 10 exs. H.C. s., més 10 exs. P.A. s.

","La Polígrafa, Barcelona",,,"Guarro","La Polígrafa, Barcelona",,,"Guarro",,,,,,
,,2,1979,,"Tàpies und die bücher = Els llibres de Tàpies, Departament de Cultura, Generalitat de Catalunya,  Schirn Kunsthalle Frankfurt, Barcelona, 1991.","Pertany a la sèrie de litografies realitzades per al llibre ""U no é ningu"", amb poemes i proses de Joan Brossa i reproduccions de dibuixos d'Antoni Tàpies, acompanyat d'una suite de 5 A. i 2 L. sobre paper Guarro. A les cobertes s'hi reprodueix un dels gravats de la suite (""U no és ningú"") i a les guardes s'hi reprodueixen 2 L. de la suite. Mides del llibre: 34,5 x 25 cm.  Tots els exs. del llibre estan signats per l'artista i el poeta a la justificació del tiratge.",,,,"OG","C02","56 x 73 cm","sí",,,,,"Litografía en varias tintas","Litografia en diverses tintes","Paisatge. U no és ningú",,,,,"82 exs. n. I/LXXXII - LXXXII/LXXXII i s. 75 exs. n. 1/75-75/75 i s. 10 exs. H.C. s., més 10 exs. P.A. s.
","La Polígrafa, Barcelona",,"33,5 x 50 cm","Guarro","La Polígrafa, Barcelona",,,"Guarro",,,,,,
"T-6372",,,1991,,,,,,,"RP","31B","74 x 114 cm",,"sí",,,,,"Pintura, vernís i llapis sobre tèxtil sintètic","Palangana",,,,,,,,,,,,,,"Palangana","Bowl","Bassine","Pintura, barniz y lápiz sobre textil sintético","Paint, varnish and pencil on synthetic fabric","Peinture, vernis et crayon sur textile synthétique "
"T-1367",,,1969,,,,,,,"RP","en expo","150 x 116 cm",,"sí",,,,,"Assemblatge sobre tela","Palla i fusta","360607,262630269",,,,,,,,,,,,,"Paja y madera","Straw and Wood","Paille et bois","Assemblage sobre tela","Assemblage on canvas","Assemblage sur toile"
,,2,1987,,,,,,,"OG","C10","57 x 76,5 cm.","sí",,,,,"Resinas y carborúndum en dos tintas (2 negros)","Resines i carborúndum en dues tintes (2 negres) ","Panier",,,,,"75 exs. n. 1/75-75/75 i f., 15 exs. H.C. n. I/XV-XV/XV i s., més 4 exs. P.A. n. 1/4-4/4 i s.","Galerie Lelong, París",,,"Arches","J. Barbarà, Barcelona",,2,"Arches",,,,,,
,,2,1987,,,,,,,"OG","C10","57 x 76,5 cm.","sí",,,,,"Resinas y carborúndum en dos tintas (2 negros)","Resines i carborúndum en dues tintes (2 negres) ","Panier",,,,,"75 exs. n. 1/75-75/75 i f., 15 exs. H.C. n. I/XV-XV/XV i s., més 4 exs. P.A. n. 1/4-4/4 i s.","Galerie Lelong, París",,,"Arches","J. Barbarà, Barcelona",,2,"Arches",,,,,,
,,2,1980,,,,,,,"OG","C03","66 x 81 cm.","sí",,,,,"Litografía en varias tintas","Litografia en diverses tintes","Panier et signer noirs",,,,,"75 exs. n. 1/75-75/75 i s., més alguns exs. H.C. s.","Maeght éditeur, París",,,"Arches","Atelier Maeght, París",,,,,,,,,
,,2,1980,,,,,,,"OG","C03","66 x 81 cm.","sí",,,,,"Litografía en varias tintas","Litografia en diverses tintes","Panier et signer noirs",,,,,"75 exs. n. 1/75-75/75 i s., més alguns exs. H.C. s.","Maeght éditeur, París",,,"Arches","Atelier Maeght, París",,,,,,,,,
"T-1752",,,1971,,,,,,,"RP","18B","130 x 195 cm",,"sí",,,,,"Pintura i assemblatge sobre tela al revés","Pantalons sobre bastidor","384647,746805621",,,,,,,,,,,,,"Pantalones sobre bastidor ","Trousers on Stretcher","Pantalon sur chàssis","Pintura y assemblage sobre tela al revés","Paint and assemblage on back to front canvas","Peinture et assemblage sur le dos de la toile"
"T-1897",,,1964,,,,,,,"OG","I057","50 x 68 cm",,"sí",,,,,"Llapis sobre paper","Paper amb plecs i signes","78131,5735698917",,,,,,,,,,,,,"Papel con pliegues y signos","Paper with Folds and Signs","Papier aux plis et aux signes","Lápiz sobre papel","Pencil on paper","Crayon su papier"
,,2,1975,,,,,,,"OG","B07","56 x 76 cm","sí",,,,,"Aguafuerte y relieve en varias tintas","Aiguafort i relleu en diverses tintes","Paper cremat",,,,,"75 exs. n. i s., més 15 exs. H.C. s.","La Polígrafa, Barcelona ",,,"Guarro","La Polígrafa, Barcelona",,,"Guarro",,,,,,
,,2,1975,,,,,,,"OG","B07","56 x 76 cm","sí",,,,,"Aguafuerte y relieve en varias tintas","Aiguafort i relleu en diverses tintes","Paper cremat",,,,,"75 exs. n. i s., més 15 exs. H.C. s.","La Polígrafa, Barcelona ",,,"Guarro","La Polígrafa, Barcelona",,,"Guarro",,,,,,
"T-941",,,1964,,,,,,,"RP","38A","91 x 58 cm",,"sí",,,,,"Pintura i llapis sobre paper","Paper d'embalar","102172,057745243",,,,,,,,,,,,,"Papel de embalar","Wappring Paper","Papier d'emballage","Pintura y lápiz sobre papel","Paint and pencil on paper","Peinture et crayon sur papier"
"T-5778",,,1963,,,,,,,"OG","II017","24,5 x 35 cm",,"sí",,,,,"Tinta xinesa sobre paper","Paper plegat","60101,2104383782",,,,,,,,,,,,,"Papel doblado","Folded Paper","Papier plié","Tinta china sobre papel","India ink on paper","Encre de China sur papier"
"T-1882",,,1970,,,,"correcte",,,"RP","38A","28,5 x 114 cm",,"sí",,,,,"Pintura i llapis sobre paper","Paper rosa i groc","72121,4525260539",,,,,,,,,,,,,"Papel rosa y amarillo","Pink and Yellow Paper","Papier rose et jaune","Pintura acrílica y lápiz sobre papel","Acrylic paint and pencil on paper","Acrylique et crayon sur papier"
"T-847",,,1964,,,,,,,"RP","21A","92 x 73 cm",,"sí",,,,,"Pintura i collage sobre tela","Papers de diari amb signe","240404,841753513",,,,,,,,,,,,,"Papeles de periódico con signo","Newsprint with Sign","Feuilles de journal aux signes","Pintura y collage sobre tela","Paint and collage on canvas","Peinture et collage sur toile"
