"any","Codi arxiu digital","duració","exposició","instal.lació","núm. inventari","observacions","préstec","productor","qualitat","Realització","so","status","suport","tipus","títol"
"1973",,"25''","Lygia Clark","Auditori",111,"Se li ha tret part del so
Còpia enviada amb l'exposició a FS (Porto)","Original digital està a Manual","PLUG, Rio de Janeiro","bona","Eduardo Clark","si","còpia 5","VHS","b/n","O mundo de Lygia Clark"
"1973",,"25''","Lygia Clark","Auditori",112,"Se li ha tret part del so
Còpia enviada amb l'exposició a FS (Porto)","Original digital està a Manual","PLUG, Rio de Janeiro","bona","Eduardo Clark","si","còpia 6","VHS","b/n","O mundo de Lygia Clark"
"1973",,"25''","Lygia Clark","Auditori",113,"Se li ha tret part del so
Còpia enviada amb l'exposició a PBA (Bruxelles)","Original digital està a Manual","PLUG, Rio de Janeiro","bona","Eduardo Clark","si","còpia 7","VHS","b/n","O mundo de Lygia Clark"
"1973",,"25''","Lygia Clark","Auditori",114,"Se li ha tret part del so
Còpia enviada amb l'exposició a PBA (Bruxelles)","Original digital està a Manual","PLUG, Rio de Janeiro","bona","Eduardo Clark","si","còpia 8","VHS","b/n","O mundo de Lygia Clark"
"1973",,"25''","Lygia Clark","Auditori",115,"Se li ha tret part del so
DONADA DE BAIXA. CINTA TRENCADA EN EXPOSICIÓ","Original digital està a Manual","PLUG, Rio de Janeiro","bona","Eduardo Clark","si","còpia 9","VHS","b/n","O mundo de Lygia Clark"
"1973","033_FV2_C016_NI144","25''","Lygia Clark","Auditori",144,"3 bobines","Babuin, digitalització (desembre 2010)
DIGITALITZAT febrer 2011","PLUG, Rio de Janeiro",,"Eduardo Clark","si","original 35 mm","35 mm","b/n","O mundo de Lygia Clark"
"1967",,"10 min.","Marcel Broodthaers","Objet",87,"Còpia fet a partir d'un vídeo de M. Gilissen passat de 16 mm, gravat fins a 1 hora per a fer un sin fin per exposar. 
El film es va rodar a les sales del Palais des Beaux-Arts on estaven desmontant l'exposició Court-Circuit (12-25 abril 1967)",,"Marcel Broodthaers",,"Marcel Broodthaers",,"còpia 1","VHS (còpia de film 16 mm)","blanc i negre","Objet"
"1967",,"10 min.","Marcel Broodthaers","Objet",88,"Còpia fet a partir d'un vídeo de M. Gilissen passat de 16 mm, gravat fins a 1 hora per a fer un sin fin.
El film es va rodar a les sales del Palais des Beaux-Arts on estaven desmontant l'exposició Court-Circuit (12-25 abril 1967)","CEDIT A LA BIBLIOTECA (16/1/2001)","Marcel Broodthaers",,"Marcel Broodthaers",,"còpia 2","VHS (còpia de film 16 mm)","blanc i negre","Objet"
"1967","031_FV7_C016_NI131","10 min.","Marcel Broodthaers","Objet",131,"Còpia fet a partir d'un vídeo de M. Gilissen passat de 16 mm, gravat fins a 1 hora per a fer un sin fin per exposar. 
El film es va rodar a les sales del Palais des Beaux-Arts on estaven desmontant l'exposició Court-Circuit (12-25 abril 1967)","Babuin, digitalització (gener 2011)","Marcel Broodthaers",,"Marcel Broodthaers",,"còpia 3","VHS (còpia de film 16 mm)","blanc i negre","Objet"
"1967",,"10 min.","Marcel Broodthaers","Objet",132,"Còpia fet a partir d'un vídeo de M. Gilissen passat de 16 mm, gravat fins a 1 hora per a fer un sin fin per exposar. 
El film es va rodar a les sales del Palais des Beaux-Arts on estaven desmontant l'exposició Court-Circuit (12-25 abril 1967)","CEDIT A LA BIBLIOTECA (16/1/2001)","Marcel Broodthaers",,"Marcel Broodthaers",,"còpia 4","VHS (còpia de film 16 mm)","blanc i negre","Objet"
"1967",,"10 min.","Marcel Broodthaers","Objet",133,"Còpia fet a partir d'un vídeo de M. Gilissen passat de 16 mm, gravat fins a 1 hora per a fer un sin fin per exposar. 
El film es va rodar a les sales del Palais des Beaux-Arts on estaven desmontant l'exposició Court-Circuit (12-25 abril 1967)",,"Marcel Broodthaers",,"Marcel Broodthaers",,"còpia 5","VHS (còpia de film 16 mm)","blanc i negre","Objet"
"1990",,"1 hora  4 minuts  7 segons",,,456,"versió anglesa",,"BBC TV CO i TVE S.A. Catalunya","bona",,"mono",,"VHS ","color","Omnibus"
"1990",,"1 hora  4 minuts  7 segons",,,457,"versió anglesa",,"BBC TV CO i TVE S.A. Catalunya","bona",,"mono","còpia","VHS ","color","Omnibus"
"2003, Regne Unit",,"00:53:40","Representacions àrabs contemporànies. L'equació iraquiana",,675,"Ubicació: despatx Miquel, Arxiu RAC",,"Barberprod","Bona","Hana Al-Bayaty","V.O. en francès, àrab, anglès. Subtítols en anglès",,"DVD","Documental","On Democracy in Iraq"
"1968",,"01:28:21 (89 min)","Amb i contra el cinema. Entorn del Maig del 68","Institut Francès de Barcelona",721,"14-19 de maig de 2008",,,,"Jean-Pierre Thorn","V.O. Subtitulada en castellà","8","DVD b/n","Pel·lícula. PAL, 4/3. Stereo","Oser lutter, oser vaincre."
"1978",,"7 min 40s","El sueño del publico: Teresa Hak kyung Cha","Other things senn, other things heard.",609,,,,,"Teresa Hak kyung Cha","voz de la artista","1/2","cd-r áudio",,"Other things senn, other things heard."
"1978",,"7 min. 40 sec.","El sueño del publico: Teresa Hak kyung Cha","Other things senn, other things heard.",610,,,,"buena","Teresa Hak kyung Cha","voz de la artista","2/2","cd audio",,"Other things senn, other things heard."
,"036_FV7_C016_NI158",,"Dan Graham","monitor al soterrani",158,"còpia feta de l'original de Dan Graham","Babuin, digitalització (gener 2011)",,,"Dan Graham",,"còpia 1/2","VHS","color","Out Door Works"
,,,"Dan Graham","monitor al soterrani",150,"còpia feta de l'original de Dan Graham
còpia passada a l'exposició",,,,"Dan Graham",,"còpia 2/2","VHS","color","Out Door Works"
,"011_FV7_C016_NI794","00:30:00","Hélio Oiticica",,794,,"Babuin, digitalització (gener 2011)",,,"Hélio Oiticica",,,"VHS",,"Parangolés - Fragments"
"1996",,"36 min","Renée Green: Ombres i Senyals",,277,"Cinta utilitzada durant l'exposició",,,"bona","Renée Green","si","1/3","VHS Copia","color","Partially Buried"
"1996",,"36 min","Renée Green: Ombres i senyals",,278,"Còpia sense subtítols","CEDIT A LA BIBLIOTECA (16/1/2001)",,"bona","Renée Green","si","2/3","VHS copia","color","Partially Buried"
"1996",,"36 min","Renée Green: Ombres i senyals",,279,"Cinta nova no utilitzada",,,"bona","Renée Green","si","3/3","VHS ","color","Partially Buried"
"1996",,"20 min
","Renée Green: Ombres i senyals",,279,,,,,"Renée Green","si",,"Betacam SP S","PAL","Partially Buried"
"1997",,"36 min","Renée Green: Ombres i senyals",,287,"Cinta utilitzada durant l'exposició","CEDIT A LA BIBLIOTECA (16/1/2001)",,"bona","Renée Green","si","1/3","VHS","color","Partially Buried Continued"
"1997",,"36 min","Renée Green: Ombres i senyals",,288,"Cinta utilitzada durant l'exposició.",,,"bona","Renée Green","si","2/3","VHS","Color","Partially Buried Continued"
"1997",,"36 min","Renée Green: Ombres i senyals",,289,"Cinta sense subtítols",,,"bona ","Renée Green","si","3/3","VHS","color","Partially Buried Continued"
"1997",,"36 min approx
x","Renée Green: Ombres i senyals",,279,,,,,"Renée Green","si",,"Betacam","PAL","Partially Buried Continued"
"1996; 1997; 2000","042_FV4_C016_NI279d","115´ approx
x","Renée Green: Ombres i senyals",,279,,"Babuin, digitalització (desembre 2010)
DIGITALITZAT febrer 2011",,,"Renée Green","si",,"Betacam SP L","PAL","Partially Buried; Partially Buried Continued; Some Chance Operations"
"1996; 2004; 1999
",,"passagen 10 min, Phantom 27 min, Dejà vu 21 min 26 sec.","Tour-ismes. La derrota de la dissensió",,559,"2 versiones de Passagen. Una en Alemán con subtitulos al castellano y otra en aleman con subtitulos en inglés.","NE 4/10/2006",,,"Lisl Ponger","sonido"," 1","dvd","color","Passagen(1996), Phantom Fremdes Wien (2004), Dejà vu (1999)"
"1999",,"1:06:00","Zona B: als marges d’Europa",,757,"Prize of the Council of Europe, VedeiArtFestival Locarno, 2000
Prize of the German Filmcritics for experimental film/video Special mention, Marler Video-Kunst-Preis 2000
Prize for long feature videoart, Medi@terra festival Athens 1999
The video Passing Drama is based on different recollections told by refugees. ",,,,"Angela Melitopoulos","V.O. grec, subtítols en anglès",,"DVD","color","Passing Drama"
"1999",,"1:06:00","Zona B: als marges d’Europa",,758,"Prize of the Council of Europe, VedeiArtFestival Locarno, 2000
Prize of the German Filmcritics for experimental film/video Special mention, Marler Video-Kunst-Preis 2000
Prize for long feature videoart, Medi@terra festival Athens 1999
The video Passing Drama is based on different recollections told by refugees.",,,,"Angela Melitopoulos","V.O. grec,  subtítols en anglès",,"DVD","color","Passing Drama"
"1972","036_FV3_C016_NI147","17' 03''","Dan Graham","Interior design for space showing videos",147,"còpia feta de l'original que va deixar Glòria Moure
còpia passada durant l'exposició","Babuin, digitalització (desembre 2010)
DIGITALITZAT febrer 2011",,"no és molt bona","Dan Graham","si","còpia única","U-Matic","b/n, NTSC","Past Future Split Attention"
,"046_FV7_C017_NI386","120 min.","Matt Mullican",,386,"còpia per a exposició donada per Serralves","Babuin, digitalització (gener 2011)","Fundação Serralves, Porto",,"Fundação Serralves, Porto","si","1/2","VHS","color","Pattern/SPA/lecture"
,,"120 min.","Matt Mullican",,387,"còpia per a exposició donada per Serralves",,"Fundação Serralves, Porto",,"Fundação Serralves, Porto","si","2/2","VHS","color","Pattern/SPA/lecture"
"2000-2001",,"120 min.","Matt Mullican. Més detalls d'un univers imaginari","Pattern/SPA/Lecture",514,"còpia utilitzada per a l'exposició",,"Fundació Antoni Tàpies",,"Fundació Antoni Tàpies","si","1/1","VHS","color","Pattern/SPA/Lecture"
"1995","026_FV7_C016_NI417","13'00''","Paul Thek",,417,,"Babuin, digitalització (gener 2011)",,"bona","Witte de With","si",,"VHS","color","Paul Thek. The wonderful world that almost was"
"1979",,"7 min 10 sec.","El sueño del publico: Teresa Hak kyung Cha","Pause Still",611,,,,"buena","Teresa Hak kyung Cha","voz de la artista","1","cd audio",,"Pause Still"
,"024_FV7_C016_NI494","00:18:00","Jana Sterbak",,494,"No sabem localització de la performance.","Babuin, digitalització (gener 2011)",,,,"si, es perd a meitat de cinta","1/1","VHS","color","Performace de Comandament a distància I i II.
Remote Control"
"1975","036_FV3_C016_NI145","22' 52''","Dan Graham","Interior design for space showing videos",145,"original que es va comprar al Electronic Art Intermix, ja que la còpia del CGAC es veia molt malament. L'original tampoc és d'una qualitat excel.lent.","Babuin, digitalització (desembre 2010)
DIGITALITZAT febrer 2011",,,"Dan Graham","si","original","U-Matic","b/n, NTSC","Performance / Audience / Mirror"
"1975",,"22' 52''","Dan Graham","Interior design for space showing videos",146,"còpia feta de l'original que va deixar Glòria Moure
còpia passada durant l'exposició",,,"no és molt bona","Dan Graham","si","còpia única","NTSC","b/n","Performance / Audience / Mirror"
"1977",,"01:43:26","Arxiu F.X.: La ciutat buida",,764,"Aquest film formava part de la instal·lació de l'exposició.",,"Modesto Pérez Redondo","Bona","Jose Antonio de la Loma","V.O en castellà",,"DVD","Color","Perros callejeros"
"1977",,"01:43:26","Arxiu F.X.: La ciutat buida",,765,"Aquest film formava part de la instal·lació de l'exposició.",,"Modesto Pérez Redondo","Bona","Jose Antonio de la Loma","V.O en castellà",,"DVD","Color","Perros callejeros"
"2004
","068_FV7_C016_NI558","27 min.","Tour-ismes. La derrota de la dissensió",,558,,"Babuin, digitalització (gener 2011)",,"buena","Lisl Ponger","con sonido","1","vhs","color","Phantom; Foreign Vienna"
"1994, 16 desembre.","021_FV7_C008_NI28","--","En l'esperit de Fluxus (25 novembre 1994 - 29 gener 1995)","activitat - concert",28,,"Babuin, digitalització (gener 2011)","Fundació Antoni Tàpies",,"còpies fetes per Estudi Fornell","--","còpia","VHS PAL","color","Philip Corner - Starting from the keyboard..."
,"044_FV7_C016_NI361","57 min.","Rainer Oldendorf","Las fotos de W. Behrle",361,"còpia  per a exposició","Babuin, digitalització (gener 2011)",,,,"si","1/2","VHS PAL","color","Photos de W. Behrle"
,,"57 min.","Rainer Oldendorf","Las fotos de W. Behrle",362,"còpia  per a exposició","CEDIT A LA BIBLIOTECA (16/1/2001)",,,,"si","2/2","VHS PAL","color","Photos de W. Behrle"
"1992",,"5 min.",,,420,"està en català, castellà i anglès.  
master: Betacam SP",,"Francesc Massip, Harmonia Carmona i Daniel Carreras","bona",,"stéreo",,"VHS","color","Picnic o vol a vista de mosca"
"2002; 1974; 1976; 1976",,"58'00'' + 6'00'' + 8'32'' + 4'39''","Sanja Iveković. Alerta general. Obres 1974-2007",,668,"Original
Looped",,,"Bona","Sanja Iveković","sí",,"DVD",,"Pine and Fir, 2002, video 58'00'' V.O. Subtitulat en anglès +
Sweet violence, 1974, video 6'00'' V.O. sense subtítols +
Reconstructions, 1976, video 8'32'' V.O. sense subtítols +
Monument, 1976, video 4'39'' V.O. sense subtítols"
"2002; 1974; 1976; 1976",,"58'00'' + 6'00'' + 8'32'' + 4'39''","Sanja Iveković. Alerta general. Obres 1974-2007",,669,"Còpia
Looped",,,"Bona","Sanja Iveković","sí",,"DVD",,"Pine and Fir, 2002, video 58'00'' V.O. Subtitulat en anglès +
Sweet violence, 1974, video 6'00'' V.O. sense subtítols +
Reconstructions, 1976, video 8'32'' V.O. sense subtítols +
Monument, 1976, video 4'39'' V.O. sense subtítols"
"1986, 1987",,"83'","Merce Cunningham",,267,"és una còpia del màster",,"Merce Cunningham Dance Foundation, Nova York",,,,"1/2","VHS",,"Points in Space
The Collaborators: Cage, Cunningham, Rauschenberg"
"1986, 1987","038_FV7_C016_NI268","83'","Merce Cunningham",,268,"és una còpia del màster","Babuin, digitalització (gener 2011)","Merce Cunningham Dance Foundation, Nova York",,,,"2/2","VHS",,"Points in Space
The Collaborators: Cage, Cunningham, Rauschenberg"
,"010_FV3_C016_NI450","60 min","Krysztof Wodiczko",,450,"còpia de VHS NTSC. Imatge original defectuosa","Babuin, digitalització (desembre 2010)
DIGITALITZAT febrer 2011",,,,"AUDIO CH 2",,"U-Matic","PAL","Poliscar Project"
"2004",,"01:01:16","Tour-ismes. La derrota de la dissensió",,834,"Publicat sota llicència CC By-Nc",,,,"Marcelo Expósito","Castellà / anglès",,"DVD","color","Primero de Mayo (La Ciudad-Fábrica) / First of May (the City-Factory)"
,"054_FV7_C016_NI818","00:25:00 en loop","Representacions àrabs contemporànies. Beirut / Líban",,818,,"Babuin, digitalització (gener 2011)",,,"Khalil Hanoun","V.O. en àrab, sense subtítols",,"VHS, loop",,"Pringles"
"2010",,"00:12:29","La Fundació Antoni Tàpies. Procés de reforma
(Ábalos+Sentkiewicz arquitectos, 2008-2010)","Nivell 2, àrea d’Arts combinatòries",751,"Fotografies de la Fundació Antoni Tàpies: José Hevia
Fotografies d'obra construída:
José Hevia, Bleda & Rosa, H. Suzuki, Jordi Bernardó, Cayuelas, Miguel de Guzmán, Paolo Roselli.

Versió OK",,"Fundació Antoni Tàpies","Bona","Fundació Antoni Tàpies","NO. Crèdits en castellà i anglès",,"DVD (passi de fotografies)","Color","Proceso de reforma de la Fundació Antoni Tàpies.
Fundació Antoni Tàpies Reform process.
2008>010"
"2010",,"00:12:29","La Fundació Antoni Tàpies. Procés de reforma
(Ábalos+Sentkiewicz arquitectos, 2008-2010)",,763,"Fotografies de la Fundació Antoni Tàpies: José Hevia
Fotografies d'obra construída:
José Hevia, Bleda & Rosa, H. Suzuki, Jordi Bernardó, Cayuelas, Miguel de Guzmán, Paolo Roselli.

Versió mpeg",,"Fundació Antoni Tàpies","Baixa","Ábalos+Sentkiewicz arquitectos","NO. Crèdits en castellà i anglès",,"DVD (mpeg)","color","Proceso de reforma de la Fundació Antoni Tàpies.
Fundació Antoni Tàpies Reform process.
2008>2010"
"2010",,"00:09:34","La Fundació Antoni Tàpies. Procés de reforma
(Ábalos+Sentkiewicz arquitectos, 2008-2010)",,750,"Fotografies de la Fundació Antoni Tàpies: José Hevia
Fotografies d'obra construída:
H. Suzuki, Jordi Bernardó, Bleda & Rosa, Cayuelas, Miguel de Guzmán, Paolo Roselli, José Hevia.
DVD no projectat; amb errors.",,"Fundació Antoni Tàpies","Bona","Ábalos+Sentkiewicz arquitectos","NO",,"DVD (passi de fotografies)","Color","Proceso de reforma de la Fundació Antoni Tàpies.
Fundació Antoni Tàpies Reform process.
2008>2010
"
,"020_FV7_C016_NI427",,"La primera generació: dones i video 1970-75",,427,,"Babuin, digitalització (gener 2011)",,"dolenta","Estudi Fornell","si","1/1","VHS","blanc i negre","Program 1"
"1965-1967",,"2 h'","Andy Warhol: cine, vídeo i TV",,314,,,,"bona",,"si","1/2","VHS","color","Program 1 Untitled Factory Diaries"
"1965-1967",,"2 h'","Andy Warhol: cine, vídeo i TV",,315,,,,"bona",,"si","1/3","VHS","color","Program 1 Untitled Factory Diaries"
"1965-1967",,"2 h'","Andy Warhol: cine, vídeo i TV",,345,,,"Llorenç Torrades","còpia","Fundació Antoni Tàpies","si","2/3","VHS","color","Program 1 Untitled Factory Diaries"
"1965-1967","043_FV7_C016_NI346","2 h'","Andy Warhol: cine, vídeo i TV",,346,,,"Llorenç Torrades","còpia","Fundació Antoni Tàpies","si","3/3","VHS","color","Program 1 Untitled Factory Diaries"
,"020_FV7_C016_NI425","2 hores 20 min. 23 seg.","La primera generació: dones i video 1970-75",,425,,"Babuin, digitalització (gener 2011)",,"dolenta","Estudi Fornell","si","1/1","VHS","blanc i negre","Program 2"
,"020_FV7_C016_NI423",,"La primera generació: dones i video 1970-75",,423,,"Babuin, digitalització (gener 2011)",,"dolenta","Estudi Fornell","si","1/1","VHS","blanc i negre","Program 3"
,,"1h 40'","Andy Warhol: cine, vídeo i TV",,312,"Trabajos para televisión; The Love Boat; videoclips; Anuncios Comerciales; Video Industrial",,,"bona",,"si","1/2","VHS","color","program 4"
,,"1h 40'","Andy Warhol: cine, vídeo i TV",,313,"Trabajos para televisión; The Love Boat; videoclips; Anuncios Comerciales; Video Industrial",,,"bona",,"si","2/2","VHS","color","program 4"
,"020_FV7_C016_NI422",,"La primera generació: dones i video 1970-75",,422,,"Babuin, digitalització (gener 2011)",,"dolenta","Estudi Fornell","si","1/1","VHS","blanc i negre","Program 4"
,,"1 h 40 min. aprox.","Andy Warhol: cine, vídeo i TV",,347,"Inclou: Trabajos para televisión, The Love Boat, Videoclips, Anuncios Comerciales i Video Industrial",,"Llorenç Torrades","còpia","Fundació Antoni Tàpies","si","1/1","VHS","color","Program 4 (Trabajos para televisión, The Love Boat, Videoclips, Anuncios Comerciales i Video Industrial)"
